RESPONSE_ID,AGE,GENDER,RACE,EDUCATION,PROFESSION,APPS_USED,FREQUENCY_OF_USE,DURATION_OF_USE,MODALITY,USE_CASES,USE_CASES_MORE_DETAILS,DELETE_HISTORY_AWARE,EXPORT_CHAT_AWARE,OPT_OUT_AWARE,BEHAVIOURS_ENGAGED,SHARE_PII,SHARE_DEMOGRAPHICS,SHARE_SEXUAL_ORIENTATION,SHARE_BANKING,SHARE_CREDIT_SCORE,SHARE_PURCHASES,SHARE_RELIGION,SHARE_HOBBIES,SHARE_PERSONAL_LIFE,SHARE_HEALTH,SHARE_PHOTOS,SHARE_WORK,TRAINING_EXPECTATIONS,DELETE_CHATS_LOSE_ACCESS,DELETE_CHATS_ERASURE,DELETE_CHATS_UNLEARN,DELETE_ACCOUNT_LOSE_ACCESS,DELETE_ACCOUNT_DATA_ERASURE,DELETE_ACCOUNT_CHAT_ERASURE,DELETE_ACCOUNT_UNLEARN,TRAINING_AWARE,TRAINING_CONCERN,TRAINING_POSSIBLE,DEV_ACCESS_AWARE,DEV_ACCESS_CONCERNED,DEV_ACCESS_POSSIBLE,LEGAL_ACCESS_AWARE,LEGAL_ACCESS_CONCERN,LEGAL_ACCESS_POSSIBLE,HEALTH_AWARE,HEALTH_CONCERN,HEALTH_POSSIBLE,FINANCE_AWARE,FINANCE_CONCERN,FINANCE_POSSIBLE,EXTRACTION_AWARE,EXTRACTION_CONCERN,EXTRACTION_POSSIBLE,LEAK_AWARE,LEAK_CONCERN,LEAK_POSSIBLE,MEM_AWARE,MEM_CONCERN,MEM_POSSIBLE,EXTENSION_AWARE,EXTENSION_CONCERN,EXTENSION_POSSIBLE,DECEPTION_AWARE,DECEPTION_CONCERN,DECEPTION_POSSIBLE,Challenges,Solutions
R_8vkm7DeiRcw53bP,35 - 44,Woman,White,Bachelor's degree,Social media marketing ,ChatGPT,Daily,More than a year,"Desktop/Web app,Mobile app","Work or job-related tasks (e.g., analysing data, generating reports),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was aware,Was aware,Was not aware,,Slightly willing,Very willing,Very willing,Not at all willing,Quite willing,Very willing,Very willing,Very willing,Quite willing,Very willing,Moderately willing,Very willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,This will never happen,Immediately,This will never happen,Immediately,This will never happen,No,Not at all concerned,Yes,No,A little concerned,Yes,No,Moderately concerned,No,No,Quite concerned,No,No,Moderately concerned,No,No,A little concerned,No,No,Quite concerned,No,No,Moderately concerned,Yes,No,Moderately concerned,Yes,No,Very concerned,No,No,
R_2rNDmnTlroMxgHI,35 - 44,Man,White,Bachelor's degree,retail worker,"ChatGPT,Google Gemini/Bard",Weekly,3 - 6 months,"Desktop/Web app,Mobile app","Personal admin (e.g., job applications, personal emails),Information or advice about general topics (world events, recipes, trivia, etc.)",,Was not aware,Was not aware,Was not aware,,Not at all willing,Quite willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Moderately willing,Moderately willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,This will never happen,Immediately,This will never happen,This will never happen,This will never happen,Yes,Not at all concerned,Yes,Yes,A little concerned,Yes,No,Quite concerned,Yes,No,Moderately concerned,Yes,No,Quite concerned,Yes,No,Moderately concerned,Yes,No,Quite concerned,Yes,Yes,A little concerned,Yes,No,Moderately concerned,Yes,No,Not at all concerned,Yes,I've never shared any personally identfiable information with a chatbot,i suppose if there was something similar to an incognito mode
R_21bynNw9TwyHlM1,45 - 54,Woman,White,Bachelor's degree,Administrator,"ChatGPT,Google Gemini/Bard",Weekly,More than a year,"Desktop/Web app,Mobile app","Work or job-related tasks (e.g., analysing data, generating reports),Personal admin (e.g., job applications, personal emails),Information or advice about personal topics (e.g., health, finances, relationships),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was aware,Was aware,Was not aware,,Not at all willing,Slightly willing,Slightly willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Quite willing,Not at all willing,Slightly willing,Slightly willing,Not at all willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,This will never happen,Immediately,Immediately,Immediately,This will never happen,Yes,Quite concerned,Yes,Yes,Moderately concerned,Yes,No,Not at all concerned,Yes,No,Moderately concerned,Yes,No,Moderately concerned,Yes,No,A little concerned,Yes,Yes,A little concerned,Yes,Yes,Moderately concerned,Yes,No,Quite concerned,Yes,No,Very concerned,No,It is unclear how much of the information we input or generate is available to others,Clearer information about privacy of data when using AI chatbots.
R_2pSupZCa0s7qe0F,35 - 44,Woman,White,High school,CUSTOMER EXPERIENCE,ChatGPT,Weekly,6 - 12 months,"Desktop/Web app,Mobile app","Work or job-related tasks (e.g., analysing data, generating reports),Personal admin (e.g., job applications, personal emails)",,Was not aware,Was not aware,Was not aware,,Quite willing,Very willing,Very willing,Slightly willing,Quite willing,Very willing,Very willing,Very willing,Quite willing,Very willing,Slightly willing,Quite willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,No,A little concerned,Yes,No,Very concerned,Yes,Yes,Not at all concerned,Yes,No,Quite concerned,Yes,No,Quite concerned,Yes,No,Moderately concerned,No,Yes,Quite concerned,Yes,No,Moderately concerned,Yes,Yes,Quite concerned,Yes,Yes,Quite concerned,Yes,"No, i just wish for my information to be shared with 3rd parties",Confirmation that my details would be kept secure
R_2K755IFKUYePXxy,55+,Woman,White,A-Level or equivalent,Director of Inventory Company,ChatGPT,Monthly,1 - 3 months,Desktop/Web app,"Information or advice about general topics (world events, recipes, trivia, etc.)",,Was aware,Was not aware,Was not aware,,Not at all willing,Quite willing,Slightly willing,Not at all willing,Not at all willing,Slightly willing,Moderately willing,Moderately willing,Not at all willing,Not at all willing,Slightly willing,Moderately willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,This will never happen,Immediately,Immediately,Immediately,This will never happen,No,Not at all concerned,Yes,No,Very concerned,Yes,No,Very concerned,Yes,No,Very concerned,No,No,Very concerned,No,No,Very concerned,No,No,Very concerned,No,No,Not at all concerned,Yes,No,Very concerned,No,No,Very concerned,No,No but do not use frequently,Making T & C's clear when creating account
R_276RVOQGrfjkFv4,45 - 54,Man,White,Bachelor's degree,Scientific Consultant - advising on the development and use of pre-clinical research models,"ChatGPT,Google Gemini/Bard,Microsoft Copilot/Bing",Weekly,6 - 12 months,Desktop/Web app,"Work or job-related tasks (e.g., analysing data, generating reports),Information or advice about general topics (world events, recipes, trivia, etc.),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was not aware,Was not aware,Was not aware,,Not at all willing,Quite willing,Moderately willing,Not at all willing,Moderately willing,Moderately willing,Moderately willing,Quite willing,Not at all willing,Slightly willing,Not at all willing,Moderately willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,This will never happen,Immediately,Immediately,Immediately,This will never happen,Yes,A little concerned,Yes,No,Moderately concerned,Yes,Yes,Moderately concerned,Yes,No,Quite concerned,Yes,No,A little concerned,No,Yes,Not at all concerned,No,Yes,Quite concerned,Yes,Yes,A little concerned,Yes,Yes,Moderately concerned,Yes,Yes,Very concerned,Yes,Nothing challenging. I am careful about what I input,A setting to autodelete all history everytime you close the chatbot
R_290KccG2Ox33RJT,35 - 44,Woman,White,Bachelor's degree,,"ChatGPT,Microsoft Copilot/Bing",Monthly,6 - 12 months,Mobile app,"Personal admin (e.g., job applications, personal emails),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was aware,Was not aware,Was not aware,,Not at all willing,Moderately willing,Moderately willing,Not at all willing,Not at all willing,Moderately willing,Not at all willing,Quite willing,Not at all willing,Moderately willing,Not at all willing,Not at all willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,This will never happen,This will never happen,Immediately,Within a few weeks,This will never happen,This will never happen,Yes,Not at all concerned,Yes,No,Not at all concerned,Yes,No,Not at all concerned,Yes,No,Not at all concerned,Yes,No,Moderately concerned,Yes,No,A little concerned,Yes,No,Moderately concerned,Yes,Yes,A little concerned,Yes,No,A little concerned,Yes,No,Moderately concerned,Yes,N/a,Unsure 
R_2LBuc83ngHe6yTq,18-24,Woman,White,A-Level or equivalent,cafe supervisor,ChatGPT,Monthly,More than a year,"Desktop/Web app,Mobile app","Personal admin (e.g., job applications, personal emails),Information or advice about general topics (world events, recipes, trivia, etc.),Information or advice about personal topics (e.g., health, finances, relationships)",,Was not aware,Was not aware,Was not aware,,Quite willing,Quite willing,Very willing,Not at all willing,Not at all willing,Slightly willing,Very willing,Quite willing,Moderately willing,Moderately willing,Not at all willing,Moderately willing,"My data will not be used to train models in the future, and patterns that the model has learned from my data will be removed from the model.",Immediately,Immediately,This will never happen,Within a few days,Within a few days,Immediately,This will never happen,Yes,Not at all concerned,Yes,No,Moderately concerned,Yes,No,Moderately concerned,Yes,No,Moderately concerned,Yes,No,A little concerned,No,No,A little concerned,No,No,Quite concerned,Yes,No,Moderately concerned,Yes,No,A little concerned,Yes,No,Quite concerned,Yes,hadn't rally thought about it before,dont give over personal info
R_8ViJrBmixCLrjj3,55+,Man,White,A-Level or equivalent,University Invigilator ,ChatGPT,Weekly,3 - 6 months,Mobile app,"Information or advice about general topics (world events, recipes, trivia, etc.),Information or advice about personal topics (e.g., health, finances, relationships),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was aware,Was aware,Was not aware,,Slightly willing,Moderately willing,Quite willing,Not at all willing,Not at all willing,Not at all willing,Quite willing,Quite willing,Slightly willing,Moderately willing,Moderately willing,Not at all willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Yes,Not at all concerned,Yes,No,Moderately concerned,Yes,No,Not at all concerned,Yes,No,A little concerned,Yes,No,Quite concerned,Yes,No,Quite concerned,Yes,No,Moderately concerned,Yes,Yes,Quite concerned,Yes,No,Moderately concerned,Yes,No,Not at all concerned,Yes,Nothing,Don't give out too much personal information 
R_82lVzxpmICDlq5d,35 - 44,Man,White,A-Level or equivalent,,ChatGPT,Monthly,1 - 3 months,"Desktop/Web app,Mobile app","Information or advice about general topics (world events, recipes, trivia, etc.),Information or advice about personal topics (e.g., health, finances, relationships)",,Was not aware,Was not aware,Was not aware,,Moderately willing,Quite willing,Very willing,Slightly willing,Quite willing,Quite willing,Very willing,Very willing,Slightly willing,Quite willing,Slightly willing,Not at all willing,"My data will not be used to train models in the future, and patterns that the model has learned from my data will be removed from the model.",Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Yes,Not at all concerned,Yes,No,Not at all concerned,Yes,No,Not at all concerned,Yes,Yes,Quite concerned,Yes,No,Quite concerned,Yes,No,Moderately concerned,Yes,Yes,Very concerned,Yes,Yes,Quite concerned,Yes,Yes,Not at all concerned,Yes,No,Very concerned,No,No,Don't say anything you want known
R_2Ph8RYzIJ1yiXbY,45 - 54,Man,White,Doctorate/PhD,none/homemaker,"ChatGPT,Google Gemini/Bard,Microsoft Copilot/Bing",Weekly,More than a year,Desktop/Web app,"Information or advice about general topics (world events, recipes, trivia, etc.),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was aware,Was aware,Was not aware,,Slightly willing,Very willing,Very willing,Not at all willing,Not at all willing,Slightly willing,Quite willing,Very willing,Not at all willing,Slightly willing,Not at all willing,Not at all willing,My data will continue to be used to train models.,Immediately,Within a few days,This will never happen,Immediately,Immediately,Within a few days,This will never happen,Yes,Not at all concerned,Yes,Yes,Not at all concerned,Yes,Yes,Not at all concerned,Yes,Yes,A little concerned,Yes,No,A little concerned,No,Yes,A little concerned,Yes,Yes,A little concerned,Yes,Yes,Not at all concerned,Yes,No,Not at all concerned,Yes,No,Not at all concerned,No,"I assume I have none, other than safety in numbers.",No. I'm not sure that any tech company's assurances have ever proven to be worth the paper they're presumably not written on.
R_8rkTNceXEE9zUaB,35 - 44,Woman,White,A-Level or equivalent,"unemployed, home maker",ChatGPT,Weekly,6 - 12 months,"Desktop/Web app,Mobile app","Personal admin (e.g., job applications, personal emails),Information or advice about general topics (world events, recipes, trivia, etc.),Information or advice about personal topics (e.g., health, finances, relationships),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was not aware,Was not aware,Was not aware,,Quite willing,Very willing,Slightly willing,Not at all willing,Not at all willing,Slightly willing,Quite willing,Moderately willing,Slightly willing,Quite willing,Not at all willing,Not at all willing,"My data will not be used to train models in the future, and patterns that the model has learned from my data will be removed from the model.",Immediately,Immediately,This will never happen,Immediately,Within a few months,Within a few months,This will never happen,Yes,Not at all concerned,Yes,No,Moderately concerned,Yes,Yes,Very concerned,Yes,Yes,Quite concerned,Yes,Yes,Moderately concerned,Yes,Yes,Very concerned,Yes,No,Not at all concerned,Yes,Yes,Very concerned,Yes,No,Quite concerned,Yes,No,A little concerned,Yes,You can`t protect anything from AI,
R_2652h0oIc1dHCgc,25 - 34,Woman,White,Doctorate/PhD,finished phd in psychology - looking for a postdoc,ChatGPT,Weekly,6 - 12 months,Plugin/Browser extension,"Personal admin (e.g., job applications, personal emails),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was aware,Was not aware,Was not aware,,Not at all willing,Moderately willing,Slightly willing,Not at all willing,Slightly willing,Slightly willing,Slightly willing,Moderately willing,Moderately willing,Slightly willing,Not at all willing,Not at all willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,This will never happen,Immediately,Immediately,Immediately,This will never happen,Yes,Not at all concerned,Yes,No,Not at all concerned,Yes,Yes,Not at all concerned,Yes,No,Moderately concerned,Yes,No,A little concerned,Yes,No,Not at all concerned,No,Yes,Quite concerned,Yes,Yes,A little concerned,Yes,No,Quite concerned,Yes,No,Moderately concerned,No,no,my personal details including finance
